Date,Symbol,Close
2021-06-23,^IXIC,14271.73046875
2021-06-24,^IXIC,14369.7099609375
2021-06-25,^IXIC,14360.3896484375
2021-06-28,^IXIC,14500.509765625
2021-06-29,^IXIC,14528.330078125
2021-06-30,^IXIC,14503.9501953125
2021-07-01,^IXIC,14522.3798828125
2021-07-02,^IXIC,14639.330078125
2021-07-06,^IXIC,14663.6396484375
2021-07-07,^IXIC,14665.0595703125
2021-07-08,^IXIC,14559.7802734375
2021-07-09,^IXIC,14701.919921875
2021-07-12,^IXIC,14733.240234375
2021-07-13,^IXIC,14677.650390625
2021-07-14,^IXIC,14644.9501953125
2021-07-15,^IXIC,14543.1298828125
2021-07-16,^IXIC,14427.240234375
2021-07-19,^IXIC,14274.98046875
2021-07-20,^IXIC,14498.8798828125
2021-07-21,^IXIC,14631.9501953125
2021-07-22,^IXIC,14684.599609375
2021-07-23,^IXIC,14836.990234375
2021-07-26,^IXIC,14840.7099609375
2021-07-27,^IXIC,14660.580078125
2021-07-28,^IXIC,14762.580078125
2021-07-29,^IXIC,14778.259765625
2021-07-30,^IXIC,14672.6796875
2021-08-02,^IXIC,14681.0703125
2021-08-03,^IXIC,14761.2900390625
2021-08-04,^IXIC,14780.5302734375
2021-08-05,^IXIC,14895.1201171875
2021-08-06,^IXIC,14835.759765625
2021-08-09,^IXIC,14860.1796875
2021-08-10,^IXIC,14788.08984375
2021-08-11,^IXIC,14765.1396484375
2021-08-12,^IXIC,14816.259765625
2021-08-13,^IXIC,14822.900390625
2021-08-16,^IXIC,14793.759765625
2021-08-17,^IXIC,14656.1796875
2021-08-18,^IXIC,14525.91015625
2021-08-19,^IXIC,14541.7900390625
2021-08-20,^IXIC,14714.66015625
2021-08-23,^IXIC,14942.650390625
2021-08-24,^IXIC,15019.7998046875
2021-08-25,^IXIC,15041.8603515625
2021-08-26,^IXIC,14945.8095703125
2021-08-27,^IXIC,15129.5
2021-08-30,^IXIC,15265.8896484375
2021-08-31,^IXIC,15259.240234375
2021-09-01,^IXIC,15309.3798828125
2021-09-02,^IXIC,15331.1796875
2021-09-03,^IXIC,15363.51953125
2021-09-07,^IXIC,15374.330078125
2021-09-08,^IXIC,15286.6396484375
2021-09-09,^IXIC,15248.25
2021-09-10,^IXIC,15115.490234375
2021-09-13,^IXIC,15105.580078125
2021-09-14,^IXIC,15037.759765625
2021-09-15,^IXIC,15161.5302734375
2021-09-16,^IXIC,15181.919921875
2021-09-17,^IXIC,15043.9697265625
2021-09-20,^IXIC,14713.900390625
2021-09-21,^IXIC,14746.400390625
2021-09-22,^IXIC,14896.849609375
2021-09-23,^IXIC,15052.240234375
2021-09-24,^IXIC,15047.7001953125
2021-09-27,^IXIC,14969.9697265625
2021-09-28,^IXIC,14546.6796875
2021-09-29,^IXIC,14512.4404296875
2021-09-30,^IXIC,14448.580078125
2021-10-01,^IXIC,14566.7001953125
2021-10-04,^IXIC,14255.48046875
2021-10-05,^IXIC,14433.830078125
2021-10-06,^IXIC,14501.91015625
2021-10-07,^IXIC,14654.01953125
2021-10-08,^IXIC,14579.5400390625
2021-10-11,^IXIC,14486.2001953125
2021-10-12,^IXIC,14465.919921875
2021-10-13,^IXIC,14571.6396484375
2021-10-14,^IXIC,14823.4296875
2021-10-15,^IXIC,14897.33984375
2021-10-18,^IXIC,15021.8095703125
2021-10-19,^IXIC,15129.08984375
2021-10-20,^IXIC,15121.6796875
2021-10-21,^IXIC,15215.7001953125
2021-10-22,^IXIC,15090.2001953125
2021-10-25,^IXIC,15226.7099609375
2021-10-26,^IXIC,15235.7099609375
2021-10-27,^IXIC,15235.83984375
2021-10-28,^IXIC,15448.1201171875
2021-10-29,^IXIC,15498.3896484375
2021-11-01,^IXIC,15595.919921875
2021-11-02,^IXIC,15649.599609375
2021-11-03,^IXIC,15811.580078125
2021-11-04,^IXIC,15940.3095703125
2021-11-05,^IXIC,15971.58984375
2021-11-08,^IXIC,15982.3603515625
2021-11-09,^IXIC,15886.5400390625
2021-11-10,^IXIC,15622.7099609375
2021-11-11,^IXIC,15704.2802734375
2021-11-12,^IXIC,15860.9599609375
2021-11-15,^IXIC,15853.849609375
2021-11-16,^IXIC,15973.8603515625
2021-11-17,^IXIC,15921.5703125
2021-11-18,^IXIC,15993.7099609375
2021-11-19,^IXIC,16057.4404296875
2021-11-22,^IXIC,15854.759765625
2021-11-23,^IXIC,15775.1396484375
2021-11-24,^IXIC,15845.23046875
2021-11-26,^IXIC,15491.66015625
2021-11-29,^IXIC,15782.830078125
2021-11-30,^IXIC,15537.6904296875
2021-12-01,^IXIC,15254.0498046875
2021-12-02,^IXIC,15381.3203125
2021-12-03,^IXIC,15085.4697265625
2021-12-06,^IXIC,15225.150390625
2021-12-07,^IXIC,15686.919921875
2021-12-08,^IXIC,15786.990234375
2021-12-09,^IXIC,15517.3701171875
2021-12-10,^IXIC,15630.599609375
2021-12-13,^IXIC,15413.2802734375
2021-12-14,^IXIC,15237.6396484375
2021-12-15,^IXIC,15565.580078125
2021-12-16,^IXIC,15180.4296875
2021-12-17,^IXIC,15169.6796875
2021-12-20,^IXIC,14980.9404296875
2021-12-21,^IXIC,15341.08984375
2021-12-22,^IXIC,15521.8896484375
2021-12-23,^IXIC,15653.3701171875
2021-12-27,^IXIC,15871.259765625
2021-12-28,^IXIC,15781.7197265625
2021-12-29,^IXIC,15766.2197265625
2021-12-30,^IXIC,15741.5595703125
2021-12-31,^IXIC,15644.9697265625
2022-01-03,^IXIC,15832.7998046875
2022-01-04,^IXIC,15622.7197265625
2022-01-05,^IXIC,15100.169921875
2022-01-06,^IXIC,15080.8603515625
2022-01-07,^IXIC,14935.900390625
2022-01-10,^IXIC,14942.830078125
2022-01-11,^IXIC,15153.4501953125
2022-01-12,^IXIC,15188.3896484375
2022-01-13,^IXIC,14806.8095703125
2022-01-14,^IXIC,14893.75
2022-01-18,^IXIC,14506.900390625
2022-01-19,^IXIC,14340.259765625
2022-01-20,^IXIC,14154.01953125
2022-01-21,^IXIC,13768.919921875
2022-01-24,^IXIC,13855.1298828125
2022-01-25,^IXIC,13539.2900390625
2022-01-26,^IXIC,13542.1201171875
2022-01-27,^IXIC,13352.7802734375
2022-01-28,^IXIC,13770.5703125
2022-01-31,^IXIC,14239.8798828125
2022-02-01,^IXIC,14346.0
2022-02-02,^IXIC,14417.5498046875
2022-02-03,^IXIC,13878.8203125
2022-02-04,^IXIC,14098.009765625
2022-02-07,^IXIC,14015.669921875
2022-02-08,^IXIC,14194.4501953125
2022-02-09,^IXIC,14490.3701171875
2022-02-10,^IXIC,14185.6396484375
2022-02-11,^IXIC,13791.150390625
2022-02-14,^IXIC,13790.919921875
2022-02-15,^IXIC,14139.759765625
2022-02-16,^IXIC,14124.08984375
2022-02-17,^IXIC,13716.7197265625
2022-02-18,^IXIC,13548.0703125
2022-02-22,^IXIC,13381.51953125
2022-02-23,^IXIC,13037.490234375
2022-02-24,^IXIC,13473.58984375
2022-02-25,^IXIC,13694.6201171875
2022-02-28,^IXIC,13751.400390625
2022-03-01,^IXIC,13532.4599609375
2022-03-02,^IXIC,13752.01953125
2022-03-03,^IXIC,13537.9404296875
2022-03-04,^IXIC,13313.4404296875
2022-03-07,^IXIC,12830.9599609375
2022-03-08,^IXIC,12795.5498046875
2022-03-09,^IXIC,13255.5498046875
2022-03-10,^IXIC,13129.9599609375
2022-03-11,^IXIC,12843.8095703125
2022-03-14,^IXIC,12581.2197265625
2022-03-15,^IXIC,12948.6201171875
2022-03-16,^IXIC,13436.5498046875
2022-03-17,^IXIC,13614.7802734375
2022-03-18,^IXIC,13893.83984375
2022-03-21,^IXIC,13838.4599609375
2022-03-22,^IXIC,14108.8203125
2022-03-23,^IXIC,13922.599609375
2022-03-24,^IXIC,14191.83984375
2022-03-25,^IXIC,14169.2998046875
2022-03-28,^IXIC,14354.900390625
2022-03-29,^IXIC,14619.6396484375
2022-03-30,^IXIC,14442.26953125
2022-03-31,^IXIC,14220.51953125
2022-04-01,^IXIC,14261.5
2022-04-04,^IXIC,14532.5498046875
2022-04-05,^IXIC,14204.169921875
2022-04-06,^IXIC,13888.8203125
2022-04-07,^IXIC,13897.2998046875
2022-04-08,^IXIC,13711.0
2022-04-11,^IXIC,13411.9599609375
2022-04-12,^IXIC,13371.5703125
2022-04-13,^IXIC,13643.58984375
2022-04-14,^IXIC,13351.080078125
2022-04-18,^IXIC,13332.3603515625
2022-04-19,^IXIC,13619.66015625
2022-04-20,^IXIC,13453.0703125
2022-04-21,^IXIC,13174.650390625
2022-04-22,^IXIC,12839.2900390625
2022-04-25,^IXIC,13004.849609375
2022-04-26,^IXIC,12490.740234375
2022-04-27,^IXIC,12488.9296875
2022-04-28,^IXIC,12871.5302734375
2022-04-29,^IXIC,12334.6396484375
2022-05-02,^IXIC,12536.01953125
2022-05-03,^IXIC,12563.759765625
2022-05-04,^IXIC,12964.8603515625
2022-05-05,^IXIC,12317.6904296875
2022-05-06,^IXIC,12144.66015625
2022-05-09,^IXIC,11623.25
2022-05-10,^IXIC,11737.669921875
2022-05-11,^IXIC,11364.240234375
2022-05-12,^IXIC,11370.9599609375
2022-05-13,^IXIC,11805.0
2022-05-16,^IXIC,11662.7900390625
2022-05-17,^IXIC,11984.51953125
2022-05-18,^IXIC,11418.150390625
2022-05-19,^IXIC,11388.5
2022-05-20,^IXIC,11354.6201171875
2022-05-23,^IXIC,11535.26953125
2022-05-24,^IXIC,11264.4501953125
2022-05-25,^IXIC,11434.740234375
2022-05-26,^IXIC,11740.650390625
2022-05-27,^IXIC,12131.1298828125
2022-05-31,^IXIC,12081.3896484375
2022-06-01,^IXIC,11994.4599609375
2022-06-02,^IXIC,12316.900390625
2022-06-03,^IXIC,12012.73046875
2022-06-06,^IXIC,12061.3701171875
2022-06-07,^IXIC,12175.23046875
2022-06-08,^IXIC,12086.26953125
2022-06-09,^IXIC,11754.23046875
2022-06-10,^IXIC,11340.01953125
2022-06-13,^IXIC,10809.23046875
2022-06-14,^IXIC,10828.349609375
2022-06-15,^IXIC,11099.150390625
2022-06-16,^IXIC,10646.099609375
2022-06-17,^IXIC,10798.349609375
2022-06-21,^IXIC,11069.2998046875
2022-06-22,^IXIC,11053.080078125
2022-06-23,^IXIC,11232.1904296875
2022-06-24,^IXIC,11607.6201171875
2022-06-27,^IXIC,11524.5498046875
2022-06-28,^IXIC,11181.5400390625
2022-06-29,^IXIC,11177.8896484375
2022-06-30,^IXIC,11028.740234375
2022-07-01,^IXIC,11127.849609375
2022-07-05,^IXIC,11322.240234375
2022-07-06,^IXIC,11361.849609375
2022-07-07,^IXIC,11621.349609375
2022-07-08,^IXIC,11635.3095703125
2022-07-11,^IXIC,11372.599609375
2022-07-12,^IXIC,11264.73046875
2022-07-13,^IXIC,11247.580078125
2022-07-14,^IXIC,11251.1904296875
2022-07-15,^IXIC,11452.419921875
2022-07-18,^IXIC,11360.0498046875
2022-07-19,^IXIC,11713.150390625
2022-07-20,^IXIC,11897.650390625
2022-07-21,^IXIC,12059.6103515625
2022-07-22,^IXIC,11834.1103515625
2022-07-25,^IXIC,11782.669921875
2022-07-26,^IXIC,11562.5703125
2022-07-27,^IXIC,12032.419921875
2022-07-28,^IXIC,12162.58984375
2022-07-29,^IXIC,12390.6904296875
2022-08-01,^IXIC,12368.98046875
2022-08-02,^IXIC,12348.759765625
2022-08-03,^IXIC,12668.16015625
2022-08-04,^IXIC,12720.580078125
2022-08-05,^IXIC,12657.5498046875
2022-08-08,^IXIC,12644.4599609375
2022-08-09,^IXIC,12493.9296875
2022-08-10,^IXIC,12854.7998046875
2022-08-11,^IXIC,12779.91015625
2022-08-12,^IXIC,13047.1904296875
2022-08-15,^IXIC,13128.0498046875
2022-08-16,^IXIC,13102.5498046875
2022-08-17,^IXIC,12938.1201171875
2022-08-18,^IXIC,12965.33984375
2022-08-19,^IXIC,12705.2197265625
2022-08-22,^IXIC,12381.5703125
2022-08-23,^IXIC,12381.2998046875
2022-08-24,^IXIC,12431.5302734375
2022-08-25,^IXIC,12639.26953125
2022-08-26,^IXIC,12141.7099609375
2022-08-29,^IXIC,12017.669921875
2022-08-30,^IXIC,11883.1396484375
2022-08-31,^IXIC,11816.2001953125
2022-09-01,^IXIC,11785.1298828125
2022-09-02,^IXIC,11630.8603515625
2022-09-06,^IXIC,11544.91015625
2022-09-07,^IXIC,11791.900390625
2022-09-08,^IXIC,11862.1298828125
2022-09-09,^IXIC,12112.3095703125
2022-09-12,^IXIC,12266.41015625
2022-09-13,^IXIC,11633.5703125
2022-09-14,^IXIC,11719.6796875
2022-09-15,^IXIC,11552.3603515625
2022-09-16,^IXIC,11448.400390625
2022-09-19,^IXIC,11535.01953125
2022-09-20,^IXIC,11425.0498046875
2022-09-21,^IXIC,11220.1904296875
2022-09-22,^IXIC,11066.8095703125
2022-09-23,^IXIC,10867.9296875
2022-09-26,^IXIC,10802.919921875
2022-09-27,^IXIC,10829.5
2022-09-28,^IXIC,11051.6396484375
2022-09-29,^IXIC,10737.509765625
2022-09-30,^IXIC,10575.6201171875
2022-10-03,^IXIC,10815.4296875
2022-10-04,^IXIC,11176.41015625
2022-10-05,^IXIC,11148.6396484375
2022-10-06,^IXIC,11073.3095703125
2022-10-07,^IXIC,10652.400390625
2022-10-10,^IXIC,10542.099609375
2022-10-11,^IXIC,10426.1904296875
2022-10-12,^IXIC,10417.099609375
2022-10-13,^IXIC,10649.150390625
2022-10-14,^IXIC,10321.3896484375
2022-10-17,^IXIC,10675.7998046875
2022-10-18,^IXIC,10772.400390625
2022-10-19,^IXIC,10680.509765625
2022-10-20,^IXIC,10614.83984375
2022-10-21,^IXIC,10859.7197265625
2022-10-24,^IXIC,10952.6103515625
2022-10-25,^IXIC,11199.1201171875
2022-10-26,^IXIC,10970.990234375
2022-10-27,^IXIC,10792.669921875
2022-10-28,^IXIC,11102.4501953125
2022-10-31,^IXIC,10988.150390625
2022-11-01,^IXIC,10890.849609375
2022-11-02,^IXIC,10524.7998046875
2022-11-03,^IXIC,10342.9404296875
2022-11-04,^IXIC,10475.25
2022-11-07,^IXIC,10564.51953125
2022-11-08,^IXIC,10616.2001953125
2022-11-09,^IXIC,10353.169921875
2022-11-10,^IXIC,11114.150390625
2022-11-11,^IXIC,11323.330078125
2022-11-14,^IXIC,11196.2197265625
2022-11-15,^IXIC,11358.41015625
2022-11-16,^IXIC,11183.66015625
2022-11-17,^IXIC,11144.9599609375
2022-11-18,^IXIC,11146.0595703125
2022-11-21,^IXIC,11024.509765625
2022-11-22,^IXIC,11174.41015625
2022-11-23,^IXIC,11285.3203125
2022-11-25,^IXIC,11226.3603515625
2022-11-28,^IXIC,11049.5
2022-11-29,^IXIC,10983.7802734375
2022-11-30,^IXIC,11468.0
2022-12-01,^IXIC,11482.4501953125
2022-12-02,^IXIC,11461.5
2022-12-05,^IXIC,11239.9404296875
2022-12-06,^IXIC,11014.8896484375
2022-12-07,^IXIC,10958.5498046875
2022-12-08,^IXIC,11082.0
2022-12-09,^IXIC,11004.6201171875
2022-12-12,^IXIC,11143.740234375
2022-12-13,^IXIC,11256.8095703125
2022-12-14,^IXIC,11170.8896484375
2022-12-15,^IXIC,10810.5302734375
2022-12-16,^IXIC,10705.41015625
2022-12-19,^IXIC,10546.0302734375
2022-12-20,^IXIC,10547.1103515625
2022-12-21,^IXIC,10709.3701171875
2022-12-22,^IXIC,10476.1201171875
2022-12-23,^IXIC,10497.8603515625
2022-12-27,^IXIC,10353.23046875
2022-12-28,^IXIC,10213.2900390625
2022-12-29,^IXIC,10478.08984375
2022-12-30,^IXIC,10466.48046875
2023-01-03,^IXIC,10386.98046875
2023-01-04,^IXIC,10458.759765625
2023-01-05,^IXIC,10305.240234375
2023-01-06,^IXIC,10569.2900390625
2023-01-09,^IXIC,10635.650390625
2023-01-10,^IXIC,10742.6298828125
2023-01-11,^IXIC,10931.669921875
2023-01-12,^IXIC,11001.099609375
2023-01-13,^IXIC,11079.16015625
2023-01-17,^IXIC,11095.1103515625
2023-01-18,^IXIC,10957.009765625
2023-01-19,^IXIC,10852.26953125
2023-01-20,^IXIC,11140.4296875
2023-01-23,^IXIC,11364.41015625
2023-01-24,^IXIC,11334.26953125
2023-01-25,^IXIC,11313.3603515625
2023-01-26,^IXIC,11512.41015625
2023-01-27,^IXIC,11621.7099609375
2023-01-30,^IXIC,11393.8095703125
2023-01-31,^IXIC,11584.5498046875
2023-02-01,^IXIC,11816.3203125
2023-02-02,^IXIC,12200.8203125
2023-02-03,^IXIC,12006.9501953125
2023-02-06,^IXIC,11887.4501953125
2023-02-07,^IXIC,12113.7900390625
2023-02-08,^IXIC,11910.51953125
2023-02-09,^IXIC,11789.580078125
2023-02-10,^IXIC,11718.1201171875
2023-02-13,^IXIC,11891.7900390625
2023-02-14,^IXIC,11960.150390625
2023-02-15,^IXIC,12070.58984375
2023-02-16,^IXIC,11855.830078125
2023-02-17,^IXIC,11787.26953125
2023-02-21,^IXIC,11492.2998046875
2023-02-22,^IXIC,11507.0703125
2023-02-23,^IXIC,11590.400390625
2023-02-24,^IXIC,11394.9404296875
2023-02-27,^IXIC,11466.98046875
2023-02-28,^IXIC,11455.5400390625
2023-03-01,^IXIC,11379.48046875
2023-03-02,^IXIC,11462.98046875
2023-03-03,^IXIC,11689.009765625
2023-03-06,^IXIC,11675.740234375
2023-03-07,^IXIC,11530.330078125
2023-03-08,^IXIC,11576.0
2023-03-09,^IXIC,11338.349609375
2023-03-10,^IXIC,11138.8896484375
2023-03-13,^IXIC,11188.83984375
2023-03-14,^IXIC,11428.150390625
2023-03-15,^IXIC,11434.0498046875
2023-03-16,^IXIC,11717.2802734375
2023-03-17,^IXIC,11630.509765625
2023-03-20,^IXIC,11675.5400390625
2023-03-21,^IXIC,11860.1103515625
2023-03-22,^IXIC,11669.9599609375
2023-03-23,^IXIC,11787.400390625
2023-03-24,^IXIC,11823.9599609375
2023-03-27,^IXIC,11768.83984375
2023-03-28,^IXIC,11716.080078125
2023-03-29,^IXIC,11926.240234375
2023-03-30,^IXIC,12013.4697265625
2023-03-31,^IXIC,12221.91015625
2023-04-03,^IXIC,12189.4501953125
2023-04-04,^IXIC,12126.330078125
2023-04-05,^IXIC,11996.8603515625
2023-04-06,^IXIC,12087.9599609375
2023-04-10,^IXIC,12084.3603515625
2023-04-11,^IXIC,12031.8798828125
2023-04-12,^IXIC,11929.33984375
2023-04-13,^IXIC,12166.26953125
2023-04-14,^IXIC,12123.4697265625
2023-04-17,^IXIC,12157.7197265625
2023-04-18,^IXIC,12153.41015625
2023-04-19,^IXIC,12157.23046875
2023-04-20,^IXIC,12059.5595703125
2023-04-21,^IXIC,12072.4599609375
2023-04-24,^IXIC,12037.2001953125
2023-04-25,^IXIC,11799.16015625
2023-04-26,^IXIC,11854.349609375
2023-04-27,^IXIC,12142.240234375
2023-04-28,^IXIC,12226.580078125
2023-05-01,^IXIC,12212.599609375
2023-05-02,^IXIC,12080.509765625
2023-05-03,^IXIC,12025.330078125
2023-05-04,^IXIC,11966.400390625
2023-05-05,^IXIC,12235.41015625
2023-05-08,^IXIC,12256.919921875
2023-05-09,^IXIC,12179.5498046875
2023-05-10,^IXIC,12306.4404296875
2023-05-11,^IXIC,12328.509765625
2023-05-12,^IXIC,12284.740234375
2023-05-15,^IXIC,12365.2099609375
2023-05-16,^IXIC,12343.0498046875
2023-05-17,^IXIC,12500.5703125
2023-05-18,^IXIC,12688.83984375
2023-05-19,^IXIC,12657.900390625
2023-05-22,^IXIC,12720.7802734375
2023-05-23,^IXIC,12560.25
2023-05-24,^IXIC,12484.16015625
2023-05-25,^IXIC,12698.08984375
2023-05-26,^IXIC,12975.6904296875
2023-05-30,^IXIC,13017.4296875
2023-05-31,^IXIC,12935.2900390625
2023-06-01,^IXIC,13100.98046875
2023-06-02,^IXIC,13240.76953125
2023-06-05,^IXIC,13229.4296875
2023-06-06,^IXIC,13276.419921875
2023-06-07,^IXIC,13104.900390625
2023-06-08,^IXIC,13238.51953125
2023-06-09,^IXIC,13259.1396484375
2023-06-12,^IXIC,13461.919921875
2023-06-13,^IXIC,13573.3203125
2023-06-14,^IXIC,13626.48046875
2023-06-15,^IXIC,13782.8203125
2023-06-16,^IXIC,13689.5703125
2023-06-20,^IXIC,13667.2900390625
2023-06-21,^IXIC,13502.2001953125
2023-06-22,^IXIC,13630.6103515625
2023-06-23,^IXIC,13492.51953125
2023-06-26,^IXIC,13335.7802734375
2023-06-27,^IXIC,13555.669921875
2023-06-28,^IXIC,13591.75
2023-06-29,^IXIC,13591.330078125
2023-06-30,^IXIC,13787.919921875
2023-07-03,^IXIC,13816.76953125
2023-07-05,^IXIC,13791.650390625
2023-07-06,^IXIC,13679.0400390625
2023-07-07,^IXIC,13660.7197265625
2023-07-10,^IXIC,13685.48046875
2023-07-11,^IXIC,13760.7001953125
2023-07-12,^IXIC,13918.9599609375
2023-07-13,^IXIC,14138.5703125
2023-07-14,^IXIC,14113.7001953125
2023-07-17,^IXIC,14244.9501953125
2023-07-18,^IXIC,14353.6396484375
2023-07-19,^IXIC,14358.01953125
2023-07-20,^IXIC,14063.3095703125
2023-07-21,^IXIC,14032.8095703125
2023-07-24,^IXIC,14058.8701171875
2023-07-25,^IXIC,14144.5595703125
2023-07-26,^IXIC,14127.2802734375
2023-07-27,^IXIC,14050.1103515625
2023-07-28,^IXIC,14316.66015625
2023-07-31,^IXIC,14346.01953125
2023-08-01,^IXIC,14283.91015625
2023-08-02,^IXIC,13973.4501953125
2023-08-03,^IXIC,13959.7197265625
2023-08-04,^IXIC,13909.240234375
2023-08-07,^IXIC,13994.400390625
2023-08-08,^IXIC,13884.3203125
2023-08-09,^IXIC,13722.01953125
2023-08-10,^IXIC,13737.990234375
2023-08-11,^IXIC,13644.849609375
2023-08-14,^IXIC,13788.330078125
2023-08-15,^IXIC,13631.0498046875
2023-08-16,^IXIC,13474.6298828125
2023-08-17,^IXIC,13316.9296875
2023-08-18,^IXIC,13290.7802734375
2023-08-21,^IXIC,13497.58984375
2023-08-22,^IXIC,13505.8701171875
2023-08-23,^IXIC,13721.0302734375
2023-08-24,^IXIC,13463.9697265625
2023-08-25,^IXIC,13590.650390625
2023-08-28,^IXIC,13705.1298828125
2023-08-29,^IXIC,13943.759765625
2023-08-30,^IXIC,14019.3095703125
2023-08-31,^IXIC,14034.9697265625
2023-09-01,^IXIC,14031.8095703125
2023-09-05,^IXIC,14020.9501953125
2023-09-06,^IXIC,13872.4697265625
2023-09-07,^IXIC,13748.830078125
2023-09-08,^IXIC,13761.5302734375
2023-09-11,^IXIC,13917.8896484375
2023-09-12,^IXIC,13773.6103515625
2023-09-13,^IXIC,13813.58984375
2023-09-14,^IXIC,13926.0498046875
2023-09-15,^IXIC,13708.330078125
2023-09-18,^IXIC,13710.240234375
2023-09-19,^IXIC,13678.1904296875
2023-09-20,^IXIC,13469.1298828125
2023-09-21,^IXIC,13223.98046875
2023-09-22,^IXIC,13211.8095703125
2023-09-25,^IXIC,13271.3203125
2023-09-26,^IXIC,13063.6103515625
2023-09-27,^IXIC,13092.849609375
2023-09-28,^IXIC,13201.2802734375
2023-09-29,^IXIC,13219.3203125
2023-10-02,^IXIC,13307.76953125
2023-10-03,^IXIC,13059.4697265625
2023-10-04,^IXIC,13236.009765625
2023-10-05,^IXIC,13219.830078125
2023-10-06,^IXIC,13431.33984375
2023-10-09,^IXIC,13484.240234375
2023-10-10,^IXIC,13562.83984375
2023-10-11,^IXIC,13659.6796875
2023-10-12,^IXIC,13574.2197265625
2023-10-13,^IXIC,13407.23046875
2023-10-16,^IXIC,13567.98046875
2023-10-17,^IXIC,13533.75
2023-10-18,^IXIC,13314.2998046875
2023-10-19,^IXIC,13186.1796875
2023-10-20,^IXIC,12983.8095703125
2023-10-23,^IXIC,13018.330078125
2023-10-24,^IXIC,13139.8701171875
2023-10-25,^IXIC,12821.2197265625
2023-10-26,^IXIC,12595.6103515625
2023-10-27,^IXIC,12643.009765625
2023-10-30,^IXIC,12789.48046875
2023-10-31,^IXIC,12851.240234375
2023-11-01,^IXIC,13061.4697265625
2023-11-02,^IXIC,13294.1904296875
